LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 108215.0, 1330668, 1.0, 108275.0, 667008, 26.0, 108401.0, 3252992, -16777.0, -1.0, 150528, -2098.0, -1.0, 1728, 35994.0, 108531.0, 3154303,
1, 1.0, 320129.0, 28387584, 1.0, 320189.0, 14229504, 575.0, 320315.0, 3252992, -104855.0, 308396.0, 3282098, -4195.0, -1.0, 36864, 106815.0, 320445.0, 3154303,
2, 1.0, 133383.0, 13939200, 1.0, 133443.0, 14008320, 1151.0, 133569.0, 1573120, -104855.0, 86512.0, 1620414, -16777.0, -1.0, 147456, 91135.0, 137477.0, 1548927,
3, 1.0, 133383.0, 13939200, 1.0, 133443.0, 14008320, 1151.0, 133569.0, 1573120, -104855.0, 86512.0, 1620414, -16777.0, -1.0, 147456, 91135.0, 137477.0, 1548927,
4, 1.0, 117513.0, 13436928, 1.0, 117541.0, 13565952, 2303.0, 117667.0, 758272, -81787.0, -1.0, 802816, -60816.0, -1.0, 589824, 117667.0, 123498.0, 746496,
5, 1.0, 117513.0, 13436928, 1.0, 117541.0, 13565952, 2303.0, 117667.0, 758272, -81787.0, -1.0, 802816, -60816.0, -1.0, 589824, 117667.0, 123498.0, 746496,
6, 1.0, 117513.0, 13436928, 1.0, 117541.0, 13565952, 2303.0, 117667.0, 758272, -81787.0, -1.0, 802816, -60816.0, -1.0, 589824, 117667.0, 123498.0, 746496,
7, 1.0, 117513.0, 13436928, 1.0, 117541.0, 13565952, 2303.0, 117667.0, 758272, -81787.0, -1.0, 802816, -60816.0, -1.0, 589824, 117667.0, 123498.0, 746496,
8, 1.0, 116469.0, 12460032, 1.0, 116561.0, 14155776, 4607.0, 116687.0, 352256, -41942.0, -1.0, 401408, -104855.0, 91164.0, 3735474, 116687.0, 119390.0, 346112,
9, 1.0, 116469.0, 12460032, 1.0, 116561.0, 14155776, 4607.0, 116687.0, 352256, -41942.0, -1.0, 401408, -104855.0, 91164.0, 3735474, 116687.0, 119390.0, 346112,
10, 1.0, 116469.0, 12460032, 1.0, 116561.0, 14155776, 4607.0, 116687.0, 352256, -41942.0, -1.0, 401408, -104855.0, 91164.0, 3735474, 116687.0, 119390.0, 346112,
11, 1.0, 116469.0, 12460032, 1.0, 116561.0, 14155776, 4607.0, 116687.0, 352256, -41942.0, -1.0, 401408, -104855.0, 91164.0, 3735474, 116687.0, 119390.0, 346112,
12, 1.0, 38657.0, 2654208, 1.0, 38769.0, 4718592, 4607.0, 38895.0, 75776, -10486.0, -1.0, 100352, -104855.0, 32820.0, 3735474, 38895.0, 39470.0, 73728,
13, 1.0, 38657.0, 2654208, 1.0, 38769.0, 4718592, 4607.0, 38895.0, 75776, -10486.0, -1.0, 100352, -104855.0, 32820.0, 3735474, 38895.0, 39470.0, 73728,
14, 1.0, 38657.0, 2654208, 1.0, 38769.0, 4718592, 4607.0, 38895.0, 75776, -10486.0, -1.0, 100352, -104855.0, 32820.0, 3735474, 38895.0, 39470.0, 73728,
15, 1.0, 38657.0, 2654208, 1.0, 38769.0, 4718592, 4607.0, 38895.0, 75776, -10486.0, -1.0, 100352, -104855.0, 32820.0, 3735474, 38895.0, 39470.0, 73728,
16, 1.0, 24258.0, 16384, 1.0, 24385.0, 2097152, 638.0, 24511.0, 12288, -2098.0, -1.0, 512, -104855.0, 24376.0, 2097152, 24511.0, 24542.0, 4096,
17, 1.0, 24258.0, 16384, 1.0, 24385.0, 2097152, 638.0, 24511.0, 12288, -2098.0, -1.0, 512, -104855.0, 24376.0, 2097152, 24511.0, 24542.0, 4096,
18, 1.0, 5874.0, 4096, 1.0, 5977.0, 512000, 638.0, 6103.0, 3048, -2098.0, -1.0, 512, -52428.0, -1.0, 512000, 6127.0, 6134.0, 1000,
