LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 37.66354344122657, 33.36286201022146, 63.89097103918228, 5.850333651096282, 9.339055793991417, 510.2344827586207,
1, 200.25744360902254, 177.3906766917293, 22.558796992481202, 9.792942672459468, 10.80224167612908, 510.2344827586207,
2, 200.25744360902254, 177.3906766917293, 22.558796992481202, 9.792942672459468, 10.80224167612908, 510.2344827586207,
3, 72.36961628817541, 0.2004698512137823, 1.0845732184808143, 9.792942672459468, 0.2440419447092469, 361.0,
4, 0.26121562952243127, 66.8712011577424, 0.9261939218523878, 0.34413727359389895, 9.792942672459468, 256.0,
5, 0.2004698512137823, 0.2004698512137823, 0.8026624902114331, 0.2440419447092469, 0.2440419447092469, 1.0,
6, 72.36961628817541, 0.4009397024275646, 1.3672670321064997, 9.792942672459468, 0.4880838894184938, 361.0,
7, 0.4142283419391853, 149.95065978198508, 0.7951807228915663, 0.6882745471877979, 9.970777858314577, 362.0,
