LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 51869, 0, 53.581498582968635, 99.50657894736842, 53.5804655870444,
1, 9309, 0, 33.68782898270491, 100.0, 33.68421052631576,
2, 32291, 0, 81.27341983834505, 99.04891304347827, 81.27090301003344,
3, 37239, 0, 33.68511506753672, 100.0, 33.68421052631586,
4, 37239, 0, 33.68511506753672, 100.0, 33.68421052631586,
5, 18717, 0, 67.01928727894428, 100.0, 67.01570680628276,
6, 32291, 0, 81.27341983834505, 99.04891304347827, 81.27090301003344,
7, 37239, 0, 33.68511506753672, 100.0, 33.68421052631586,
8, 18717, 0, 67.01928727894428, 100.0, 67.01570680628276,
9, 32291, 0, 81.27341983834505, 99.04891304347827, 81.27090301003344,
10, 37239, 0, 33.68511506753672, 100.0, 33.68421052631586,
11, 10695, 0, 62.907900888265544, 93.86160714285714, 62.902019446522104,
12, 28115, 0, 86.55877645385026, 96.02272727272727, 86.55569782330346,
13, 26415, 0, 47.488169600605715, 94.23076923076923, 47.486371895820646,
14, 42783, 0, 62.90348970385433, 93.86160714285714, 62.90201944652205,
15, 16587, 0, 75.62548984144209, 94.23076923076923, 75.62093079334461,
16, 28115, 0, 86.55877645385026, 96.02272727272727, 86.55569782330346,
17, 26415, 0, 47.488169600605715, 94.23076923076923, 47.486371895820646,
18, 16587, 0, 75.62548984144209, 94.23076923076923, 75.62093079334461,
19, 28115, 0, 86.55877645385026, 96.02272727272727, 86.55569782330346,
20, 26415, 0, 47.488169600605715, 94.23076923076923, 47.486371895820646,
21, 16587, 0, 75.62548984144209, 94.23076923076923, 75.62093079334461,
22, 28115, 0, 86.55877645385026, 96.02272727272727, 86.55569782330346,
23, 26415, 0, 47.488169600605715, 94.23076923076923, 47.486371895820646,
24, 10207, 0, 70.53982560987558, 87.890625, 70.53291536050156,
25, 29159, 0, 71.11354984738846, 75.0, 71.11111111111111,
26, 24447, 0, 51.31099930461815, 76.5625, 51.30890052356026,
27, 40831, 0, 70.53464279591486, 87.890625, 70.53291536050156,
28, 18399, 0, 68.1776183488233, 76.5625, 68.17391304347827,
29, 29159, 0, 71.11354984738846, 75.0, 71.11111111111111,
30, 24447, 0, 51.31099930461815, 76.5625, 51.30890052356026,
31, 18399, 0, 68.1776183488233, 76.5625, 68.17391304347827,
32, 29159, 0, 71.11354984738846, 75.0, 71.11111111111111,
33, 24447, 0, 51.31099930461815, 76.5625, 51.30890052356026,
34, 18399, 0, 68.1776183488233, 76.5625, 68.17391304347827,
35, 29159, 0, 71.11354984738846, 75.0, 71.11111111111111,
36, 24447, 0, 51.31099930461815, 76.5625, 51.30890052356026,
37, 18399, 0, 68.1776183488233, 76.5625, 68.17391304347827,
38, 29159, 0, 71.11354984738846, 75.0, 71.11111111111111,
39, 24447, 0, 51.31099930461815, 76.5625, 51.30890052356026,
40, 18399, 0, 68.1776183488233, 76.5625, 68.17391304347827,
41, 29159, 0, 71.11354984738846, 75.0, 71.11111111111111,
42, 24447, 0, 51.31099930461815, 76.5625, 51.30890052356026,
43, 9199, 0, 89.0531579519513, 100.0, 89.04347826086958,
44, 37871, 0, 38.023817696918485, 39.0625, 38.02281368821293,
45, 20415, 0, 61.445015919666915, 76.5625, 61.44200626959243,
46, 36799, 0, 89.04589798635833, 100.0, 89.04347826086962,
47, 17391, 0, 72.12926226208958, 76.5625, 72.12511499540018,
48, 37871, 0, 38.023817696918485, 39.0625, 38.02281368821293,
49, 20415, 0, 61.445015919666915, 76.5625, 61.44200626959243,
50, 17391, 0, 72.12926226208958, 76.5625, 72.12511499540018,
51, 37871, 0, 38.023817696918485, 39.0625, 38.02281368821293,
52, 20415, 0, 61.445015919666915, 76.5625, 61.44200626959243,
53, 34783, 0, 1.4374838283069316, 1.52587890625, 1.4374425022999078,
