LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
10, 1.0, 37177.0, 802816, 1.0, 37177.0, 802816, 63.0, 37239.0, 827904, -20971.0, -1.0, 200704, -2098.0, -1.0, 16384, 37239.0, 49782.0, 802816,
11, 1.0, 10230.0, 430592, 1.0, 10633.0, 458752, 255.0, 10695.0, 111232, -20971.0, -1.0, 200704, -4195.0, -1.0, 32768, 10695.0, 12376.0, 107648,
12, 1.0, 28025.0, 1557504, 1.0, 28053.0, 1622016, 1151.0, 28115.0, 89344, -10486.0, -1.0, 100352, -16777.0, -1.0, 147456, 28115.0, 29466.0, 86528,
13, 1.0, 26305.0, 802816, 1.0, 26353.0, 851968, 127.0, 26415.0, 414720, -10486.0, -1.0, 100352, -8389.0, -1.0, 65536, 26415.0, 32686.0, 401408,
14, 1.0, 42318.0, 1722368, 1.0, 42721.0, 1835008, 255.0, 42783.0, 444928, -20971.0, -1.0, 200704, -14680.0, -1.0, 131072, 42783.0, 49510.0, 430592,
15, 1.0, 16477.0, 802816, 1.0, 16525.0, 851968, 511.0, 16587.0, 103680, -41942.0, -1.0, 401408, -8389.0, -1.0, 65536, 16587.0, 18154.0, 100352,
16, 1.0, 28025.0, 1557504, 1.0, 28053.0, 1622016, 1151.0, 28115.0, 89344, -10486.0, -1.0, 100352, -16777.0, -1.0, 147456, 28115.0, 29466.0, 86528,
17, 1.0, 26305.0, 802816, 1.0, 26353.0, 851968, 127.0, 26415.0, 414720, -10486.0, -1.0, 100352, -8389.0, -1.0, 65536, 26415.0, 32686.0, 401408,
18, 1.0, 16477.0, 802816, 1.0, 16525.0, 851968, 511.0, 16587.0, 103680, -41942.0, -1.0, 401408, -8389.0, -1.0, 65536, 16587.0, 18154.0, 100352,
19, 1.0, 28025.0, 1557504, 1.0, 28053.0, 1622016, 1151.0, 28115.0, 89344, -10486.0, -1.0, 100352, -16777.0, -1.0, 147456, 28115.0, 29466.0, 86528,
20, 1.0, 26305.0, 802816, 1.0, 26353.0, 851968, 127.0, 26415.0, 414720, -10486.0, -1.0, 100352, -8389.0, -1.0, 65536, 26415.0, 32686.0, 401408,
21, 1.0, 16477.0, 802816, 1.0, 16525.0, 851968, 511.0, 16587.0, 103680, -41942.0, -1.0, 401408, -8389.0, -1.0, 65536, 16587.0, 18154.0, 100352,
22, 1.0, 28025.0, 1557504, 1.0, 28053.0, 1622016, 1151.0, 28115.0, 89344, -10486.0, -1.0, 100352, -16777.0, -1.0, 147456, 28115.0, 29466.0, 86528,
23, 1.0, 26305.0, 802816, 1.0, 26353.0, 851968, 127.0, 26415.0, 414720, -10486.0, -1.0, 100352, -8389.0, -1.0, 65536, 26415.0, 32686.0, 401408,
24, 1.0, 10098.0, 460800, 1.0, 10145.0, 524288, 511.0, 10207.0, 59648, -10486.0, -1.0, 100352, -14680.0, -1.0, 131072, 10207.0, 11106.0, 57600,
25, 1.0, 29049.0, 1327104, 1.0, 29097.0, 1769472, 2303.0, 29159.0, 38400, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 29159.0, 29734.0, 36864,
26, 1.0, 24325.0, 802816, 1.0, 24385.0, 1048576, 255.0, 24447.0, 208896, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 24447.0, 27582.0, 200704,
27, 1.0, 40722.0, 1843200, 1.0, 40769.0, 2097152, 511.0, 40831.0, 238592, -10486.0, -1.0, 100352, -54525.0, -1.0, 524288, 40831.0, 44430.0, 230400,
28, 1.0, 18277.0, 802816, 1.0, 18337.0, 1048576, 1023.0, 18399.0, 52224, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 18399.0, 19182.0, 50176,
29, 1.0, 29049.0, 1327104, 1.0, 29097.0, 1769472, 2303.0, 29159.0, 38400, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 29159.0, 29734.0, 36864,
30, 1.0, 24325.0, 802816, 1.0, 24385.0, 1048576, 255.0, 24447.0, 208896, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 24447.0, 27582.0, 200704,
31, 1.0, 18277.0, 802816, 1.0, 18337.0, 1048576, 1023.0, 18399.0, 52224, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 18399.0, 19182.0, 50176,
32, 1.0, 29049.0, 1327104, 1.0, 29097.0, 1769472, 2303.0, 29159.0, 38400, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 29159.0, 29734.0, 36864,
33, 1.0, 24325.0, 802816, 1.0, 24385.0, 1048576, 255.0, 24447.0, 208896, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 24447.0, 27582.0, 200704,
34, 1.0, 18277.0, 802816, 1.0, 18337.0, 1048576, 1023.0, 18399.0, 52224, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 18399.0, 19182.0, 50176,
35, 1.0, 29049.0, 1327104, 1.0, 29097.0, 1769472, 2303.0, 29159.0, 38400, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 29159.0, 29734.0, 36864,
36, 1.0, 24325.0, 802816, 1.0, 24385.0, 1048576, 255.0, 24447.0, 208896, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 24447.0, 27582.0, 200704,
37, 1.0, 18277.0, 802816, 1.0, 18337.0, 1048576, 1023.0, 18399.0, 52224, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 18399.0, 19182.0, 50176,
38, 1.0, 29049.0, 1327104, 1.0, 29097.0, 1769472, 2303.0, 29159.0, 38400, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 29159.0, 29734.0, 36864,
39, 1.0, 24325.0, 802816, 1.0, 24385.0, 1048576, 255.0, 24447.0, 208896, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 24447.0, 27582.0, 200704,
40, 1.0, 18277.0, 802816, 1.0, 18337.0, 1048576, 1023.0, 18399.0, 52224, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 18399.0, 19182.0, 50176,
41, 1.0, 29049.0, 1327104, 1.0, 29097.0, 1769472, 2303.0, 29159.0, 38400, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 29159.0, 29734.0, 36864,
42, 1.0, 24325.0, 802816, 1.0, 24385.0, 1048576, 255.0, 24447.0, 208896, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 24447.0, 27582.0, 200704,
43, 1.0, 9128.0, 524288, 1.0, 9137.0, 524288, 1023.0, 9199.0, 33792, -6292.0, -1.0, 50176, -54525.0, -1.0, 524288, 9199.0, 9710.0, 32768,
44, 1.0, 37770.0, 921600, 1.0, 37809.0, 2359296, 4646.0, 37871.0, 13824, -4195.0, -1.0, 25088, -104855.0, 33681.0, 2359296, 37871.0, 38070.0, 12800,
45, 1.0, 20338.0, 802816, 1.0, 20353.0, 1048576, 526.0, 20415.0, 104448, -4195.0, -1.0, 25088, -104855.0, 20347.0, 1048576, 20415.0, 21982.0, 100352,
46, 1.0, 36728.0, 2097152, 1.0, 36737.0, 2097152, 1023.0, 36799.0, 135168, -6292.0, -1.0, 50176, -104855.0, 36728.0, 2097152, 36799.0, 38846.0, 131072,
47, 1.0, 17314.0, 802816, 1.0, 17329.0, 1048576, 2062.0, 17391.0, 26112, -10486.0, -1.0, 100352, -104855.0, 17323.0, 1048576, 17391.0, 17782.0, 25088,
48, 1.0, 37770.0, 921600, 1.0, 37809.0, 2359296, 4646.0, 37871.0, 13824, -4195.0, -1.0, 25088, -104855.0, 33681.0, 2359296, 37871.0, 38070.0, 12800,
49, 1.0, 20338.0, 802816, 1.0, 20353.0, 1048576, 526.0, 20415.0, 104448, -4195.0, -1.0, 25088, -104855.0, 20347.0, 1048576, 20415.0, 21982.0, 100352,
50, 1.0, 17314.0, 802816, 1.0, 17329.0, 1048576, 2062.0, 17391.0, 26112, -10486.0, -1.0, 100352, -104855.0, 17323.0, 1048576, 17391.0, 17782.0, 25088,
51, 1.0, 37770.0, 921600, 1.0, 37809.0, 2359296, 4646.0, 37871.0, 13824, -4195.0, -1.0, 25088, -104855.0, 33681.0, 2359296, 37871.0, 38070.0, 12800,
52, 1.0, 20338.0, 802816, 1.0, 20353.0, 1048576, 526.0, 20415.0, 104448, -4195.0, -1.0, 25088, -104855.0, 20347.0, 1048576, 20415.0, 21982.0, 100352,
53, 1.0, 34658.0, 32768, 1.0, 34697.0, 2048000, 2110.0, 34759.0, 3048, -2098.0, -1.0, 2048, -104855.0, 17323.0, 2048000, 34783.0, 34798.0, 1000,
