LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 34.292159093099926, 34.462202857197944, 15.398793113420348, 8.972283483340288, 4.484270734032412, 64.0,
1, 21.560210548931142, 21.560210548931142, 22.233967128585242, 9.570549806876162, 1.9523355576739752, 64.0,
2, 52.01498869654083, 52.514446749868384, 5.961785017497135, 9.570549806876162, 8.787604290822408, 64.0,
3, 21.558473643223504, 21.558473643223504, 22.232175944574237, 9.570549806876162, 7.809342230695901, 64.0,
4, 21.558473643223504, 21.558473643223504, 22.232175944574237, 9.570549806876162, 7.809342230695901, 64.0,
5, 42.892343858524335, 42.892343858524335, 11.058182401025805, 9.815936518028538, 7.809342230695901, 64.0,
6, 52.01498869654083, 52.514446749868384, 5.961785017497135, 9.570549806876162, 8.787604290822408, 64.0,
7, 21.558473643223504, 21.558473643223504, 22.232175944574237, 9.570549806876162, 7.809342230695901, 64.0,
8, 42.892343858524335, 42.892343858524335, 11.058182401025805, 9.815936518028538, 7.809342230695901, 64.0,
9, 52.01498869654083, 52.514446749868384, 5.961785017497135, 9.570549806876162, 8.787604290822408, 64.0,
10, 21.558473643223504, 21.558473643223504, 22.232175944574237, 9.570549806876162, 7.809342230695901, 64.0,
11, 40.26105656848995, 42.89406264609631, 10.400374006545114, 9.570549806876162, 7.8112038140643625, 64.0,
12, 55.39761693046417, 57.69219277965499, 3.17780544193491, 9.570093457943925, 8.78917565714967, 64.0,
13, 30.39242854438766, 32.2531894756767, 15.700170357751277, 9.570093457943925, 7.812134938610084, 64.0,
14, 40.25823341046677, 42.891054858238086, 10.39964471869668, 9.570549806876162, 8.928610354223434, 64.0,
15, 48.40031349852294, 51.36359799843251, 6.250678241996744, 9.570549806876162, 7.812134938610084, 64.0,
16, 55.39761693046417, 57.69219277965499, 3.17780544193491, 9.570093457943925, 8.78917565714967, 64.0,
17, 30.39242854438766, 32.2531894756767, 15.700170357751277, 9.570093457943925, 7.812134938610084, 64.0,
18, 48.40031349852294, 51.36359799843251, 6.250678241996744, 9.570549806876162, 7.812134938610084, 64.0,
19, 55.39761693046417, 57.69219277965499, 3.17780544193491, 9.570093457943925, 8.78917565714967, 64.0,
20, 30.39242854438766, 32.2531894756767, 15.700170357751277, 9.570093457943925, 7.812134938610084, 64.0,
21, 48.40031349852294, 51.36359799843251, 6.250678241996744, 9.570549806876162, 7.812134938610084, 64.0,
22, 55.39761693046417, 57.69219277965499, 3.17780544193491, 9.570093457943925, 8.78917565714967, 64.0,
23, 30.39242854438766, 32.2531894756767, 15.700170357751277, 9.570093457943925, 7.812134938610084, 64.0,
24, 45.14548839032037, 51.36553345743118, 5.843832663858136, 9.570093457943925, 8.928610354223434, 64.0,
25, 45.51267190232861, 60.68356253643815, 1.316917589766453, 7.974570883661793, 9.698500394632992, 64.0,
26, 32.83903955495562, 42.89180676565632, 8.544852129095595, 7.974570883661793, 9.615376150827128, 64.0,
27, 45.14217138938552, 51.36175944747863, 5.843403296514903, 9.570093457943925, 9.615552498853736, 64.0,
28, 43.63367574324692, 56.99092341975107, 2.8384151312571335, 9.570549806876162, 9.615376150827128, 64.0,
29, 45.51267190232861, 60.68356253643815, 1.316917589766453, 7.974570883661793, 9.698500394632992, 64.0,
30, 32.83903955495562, 42.89180676565632, 8.544852129095595, 7.974570883661793, 9.615376150827128, 64.0,
31, 43.63367574324692, 56.99092341975107, 2.8384151312571335, 9.570549806876162, 9.615376150827128, 64.0,
32, 45.51267190232861, 60.68356253643815, 1.316917589766453, 7.974570883661793, 9.698500394632992, 64.0,
33, 32.83903955495562, 42.89180676565632, 8.544852129095595, 7.974570883661793, 9.615376150827128, 64.0,
34, 43.63367574324692, 56.99092341975107, 2.8384151312571335, 9.570549806876162, 9.615376150827128, 64.0,
35, 45.51267190232861, 60.68356253643815, 1.316917589766453, 7.974570883661793, 9.698500394632992, 64.0,
36, 32.83903955495562, 42.89180676565632, 8.544852129095595, 7.974570883661793, 9.615376150827128, 64.0,
37, 43.63367574324692, 56.99092341975107, 2.8384151312571335, 9.570549806876162, 9.615376150827128, 64.0,
38, 45.51267190232861, 60.68356253643815, 1.316917589766453, 7.974570883661793, 9.698500394632992, 64.0,
39, 32.83903955495562, 42.89180676565632, 8.544852129095595, 7.974570883661793, 9.615376150827128, 64.0,
40, 43.63367574324692, 56.99092341975107, 2.8384151312571335, 9.570549806876162, 9.615376150827128, 64.0,
41, 45.51267190232861, 60.68356253643815, 1.316917589766453, 7.974570883661793, 9.698500394632992, 64.0,
42, 32.83903955495562, 42.89180676565632, 8.544852129095595, 7.974570883661793, 9.615376150827128, 64.0,
43, 56.99402108924883, 56.99402108924883, 3.673442765517991, 7.974570883661793, 9.615552498853736, 64.0,
44, 24.335243326027832, 62.298222914631246, 0.36502864989041744, 5.980452920143027, 17.030078607159098, 64.0,
45, 39.324810188586824, 51.36301738917463, 5.116238060249817, 5.980452920143027, 8.375006988650432, 64.0,
46, 56.98937471126933, 56.98937471126933, 3.673143291937281, 7.974570883661793, 14.812069160357103, 64.0,
47, 46.16272784773734, 60.294175148065094, 1.501466275659824, 9.570093457943925, 8.582293192774536, 64.0,
