LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
11, 1.0, 3358.0, 215296, 1.0, 3443.0, 229376, 255.0, 3569.0, 109440, -20971.0, -1.0, 200704, -4195.0, -1.0, 32768, 3569.0, 4409.0, 107648,
12, 1.0, 8217.0, 778752, 1.0, 8309.0, 884736, 1151.0, 8435.0, 88064, -10486.0, -1.0, 100352, -16777.0, -1.0, 147456, 8435.0, 9110.0, 86528,
13, 1.0, 10457.0, 401408, 1.0, 10569.0, 458752, 127.0, 10695.0, 408576, -10486.0, -1.0, 100352, -8389.0, -1.0, 65536, 10695.0, 13830.0, 401408,
14, 1.0, 14068.0, 861184, 1.0, 14153.0, 917504, 255.0, 14279.0, 437760, -20971.0, -1.0, 200704, -14680.0, -1.0, 131072, 14279.0, 17642.0, 430592,
15, 1.0, 5123.0, 401408, 1.0, 5235.0, 458752, 511.0, 5361.0, 102144, -41942.0, -1.0, 401408, -8389.0, -1.0, 65536, 5361.0, 6144.0, 100352,
16, 1.0, 8217.0, 778752, 1.0, 8309.0, 884736, 1151.0, 8435.0, 88064, -10486.0, -1.0, 100352, -16777.0, -1.0, 147456, 8435.0, 9110.0, 86528,
17, 1.0, 10457.0, 401408, 1.0, 10569.0, 458752, 127.0, 10695.0, 408576, -10486.0, -1.0, 100352, -8389.0, -1.0, 65536, 10695.0, 13830.0, 401408,
18, 1.0, 5123.0, 401408, 1.0, 5235.0, 458752, 511.0, 5361.0, 102144, -41942.0, -1.0, 401408, -8389.0, -1.0, 65536, 5361.0, 6144.0, 100352,
19, 1.0, 8217.0, 778752, 1.0, 8309.0, 884736, 1151.0, 8435.0, 88064, -10486.0, -1.0, 100352, -16777.0, -1.0, 147456, 8435.0, 9110.0, 86528,
20, 1.0, 10457.0, 401408, 1.0, 10569.0, 458752, 127.0, 10695.0, 408576, -10486.0, -1.0, 100352, -8389.0, -1.0, 65536, 10695.0, 13830.0, 401408,
21, 1.0, 5123.0, 401408, 1.0, 5235.0, 458752, 511.0, 5361.0, 102144, -41942.0, -1.0, 401408, -8389.0, -1.0, 65536, 5361.0, 6144.0, 100352,
22, 1.0, 8217.0, 778752, 1.0, 8309.0, 884736, 1151.0, 8435.0, 88064, -10486.0, -1.0, 100352, -16777.0, -1.0, 147456, 8435.0, 9110.0, 86528,
23, 1.0, 10457.0, 401408, 1.0, 10569.0, 458752, 127.0, 10695.0, 408576, -10486.0, -1.0, 100352, -8389.0, -1.0, 65536, 10695.0, 13830.0, 401408,
24, 1.0, 2890.0, 230400, 1.0, 2937.0, 262144, 511.0, 3063.0, 58624, -10486.0, -1.0, 100352, -14680.0, -1.0, 131072, 3063.0, 3512.0, 57600,
25, 1.0, 9993.0, 663552, 1.0, 10105.0, 1179648, 2303.0, 10231.0, 37888, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 10231.0, 10518.0, 36864,
26, 1.0, 7973.0, 401408, 1.0, 8033.0, 524288, 255.0, 8159.0, 204800, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 8159.0, 9726.0, 200704,
27, 1.0, 12082.0, 921600, 1.0, 12129.0, 1048576, 511.0, 12255.0, 234496, -10486.0, -1.0, 100352, -54525.0, -1.0, 524288, 12255.0, 14054.0, 230400,
28, 1.0, 4925.0, 401408, 1.0, 4985.0, 524288, 1023.0, 5111.0, 51200, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 5111.0, 5502.0, 50176,
29, 1.0, 9993.0, 663552, 1.0, 10105.0, 1179648, 2303.0, 10231.0, 37888, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 10231.0, 10518.0, 36864,
30, 1.0, 7973.0, 401408, 1.0, 8033.0, 524288, 255.0, 8159.0, 204800, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 8159.0, 9726.0, 200704,
31, 1.0, 4925.0, 401408, 1.0, 4985.0, 524288, 1023.0, 5111.0, 51200, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 5111.0, 5502.0, 50176,
32, 1.0, 9993.0, 663552, 1.0, 10105.0, 1179648, 2303.0, 10231.0, 37888, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 10231.0, 10518.0, 36864,
33, 1.0, 7973.0, 401408, 1.0, 8033.0, 524288, 255.0, 8159.0, 204800, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 8159.0, 9726.0, 200704,
34, 1.0, 4925.0, 401408, 1.0, 4985.0, 524288, 1023.0, 5111.0, 51200, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 5111.0, 5502.0, 50176,
35, 1.0, 9993.0, 663552, 1.0, 10105.0, 1179648, 2303.0, 10231.0, 37888, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 10231.0, 10518.0, 36864,
36, 1.0, 7973.0, 401408, 1.0, 8033.0, 524288, 255.0, 8159.0, 204800, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 8159.0, 9726.0, 200704,
37, 1.0, 4925.0, 401408, 1.0, 4985.0, 524288, 1023.0, 5111.0, 51200, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 5111.0, 5502.0, 50176,
38, 1.0, 9993.0, 663552, 1.0, 10105.0, 1179648, 2303.0, 10231.0, 37888, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 10231.0, 10518.0, 36864,
39, 1.0, 7973.0, 401408, 1.0, 8033.0, 524288, 255.0, 8159.0, 204800, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 8159.0, 9726.0, 200704,
40, 1.0, 4925.0, 401408, 1.0, 4985.0, 524288, 1023.0, 5111.0, 51200, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 5111.0, 5502.0, 50176,
41, 1.0, 9993.0, 663552, 1.0, 10105.0, 1179648, 2303.0, 10231.0, 37888, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 10231.0, 10518.0, 36864,
42, 1.0, 7973.0, 401408, 1.0, 8033.0, 524288, 255.0, 8159.0, 204800, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 8159.0, 9726.0, 200704,
43, 1.0, 4912.0, 262144, 1.0, 4985.0, 524288, 1087.0, 5111.0, 33792, -6292.0, -1.0, 50176, -54525.0, -1.0, 524288, 5111.0, 5366.0, 32768,
44, 1.0, 19218.0, 460800, 1.0, 19321.0, 2359296, 4710.0, 19447.0, 13824, -4195.0, -1.0, 25088, -104855.0, 17210.0, 2359296, 19447.0, 19546.0, 12800,
45, 1.0, 12050.0, 401408, 1.0, 12129.0, 1048576, 590.0, 12255.0, 104448, -4195.0, -1.0, 25088, -104855.0, 12123.0, 1048576, 12255.0, 13038.0, 100352,
46, 1.0, 20248.0, 1048576, 1.0, 20321.0, 2097152, 1087.0, 20447.0, 135168, -6292.0, -1.0, 50176, -104855.0, 20312.0, 2097152, 20447.0, 21470.0, 131072,
47, 1.0, 9002.0, 401408, 1.0, 9081.0, 1048576, 2126.0, 9207.0, 26112, -10486.0, -1.0, 100352, -104855.0, 9075.0, 1048576, 9207.0, 9402.0, 25088,
48, 1.0, 19218.0, 460800, 1.0, 19321.0, 2359296, 4710.0, 19447.0, 13824, -4195.0, -1.0, 25088, -104855.0, 17210.0, 2359296, 19447.0, 19546.0, 12800,
49, 1.0, 12050.0, 401408, 1.0, 12129.0, 1048576, 590.0, 12255.0, 104448, -4195.0, -1.0, 25088, -104855.0, 12123.0, 1048576, 12255.0, 13038.0, 100352,
50, 1.0, 9002.0, 401408, 1.0, 9081.0, 1048576, 2126.0, 9207.0, 26112, -10486.0, -1.0, 100352, -104855.0, 9075.0, 1048576, 9207.0, 9402.0, 25088,
51, 1.0, 19218.0, 460800, 1.0, 19321.0, 2359296, 4710.0, 19447.0, 13824, -4195.0, -1.0, 25088, -104855.0, 17210.0, 2359296, 19447.0, 19546.0, 12800,
52, 1.0, 12050.0, 401408, 1.0, 12129.0, 1048576, 590.0, 12255.0, 104448, -4195.0, -1.0, 25088, -104855.0, 12123.0, 1048576, 12255.0, 13038.0, 100352,
53, 1.0, 18162.0, 16384, 1.0, 18265.0, 2048000, 2174.0, 18391.0, 3048, -2098.0, -1.0, 2048, -104855.0, 9075.0, 2048000, 18415.0, 18422.0, 1000,
