LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
26, 1.0, 2749.0, 200704, 1.0, 2809.0, 262144, 315.0, 3063.0, 202752, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 3063.0, 3846.0, 200704,
27, 1.0, 3786.0, 460800, 1.0, 3833.0, 524288, 542.0, 4087.0, 232448, -10486.0, -1.0, 100352, -54525.0, -1.0, 524288, 4087.0, 4986.0, 230400,
28, 1.0, 1219.0, 200704, 1.0, 1279.0, 262144, 1083.0, 1533.0, 50688, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 1533.0, 1728.0, 50176,
29, 1.0, 2447.0, 331776, 1.0, 2559.0, 589824, 2415.0, 2813.0, 37376, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 2813.0, 2956.0, 36864,
30, 1.0, 2749.0, 200704, 1.0, 2809.0, 262144, 315.0, 3063.0, 202752, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 3063.0, 3846.0, 200704,
31, 1.0, 1219.0, 200704, 1.0, 1279.0, 262144, 1083.0, 1533.0, 50688, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 1533.0, 1728.0, 50176,
32, 1.0, 2447.0, 331776, 1.0, 2559.0, 589824, 2415.0, 2813.0, 37376, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 2813.0, 2956.0, 36864,
33, 1.0, 2749.0, 200704, 1.0, 2809.0, 262144, 315.0, 3063.0, 202752, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 3063.0, 3846.0, 200704,
34, 1.0, 1219.0, 200704, 1.0, 1279.0, 262144, 1083.0, 1533.0, 50688, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 1533.0, 1728.0, 50176,
35, 1.0, 2447.0, 331776, 1.0, 2559.0, 589824, 2415.0, 2813.0, 37376, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 2813.0, 2956.0, 36864,
36, 1.0, 2749.0, 200704, 1.0, 2809.0, 262144, 315.0, 3063.0, 202752, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 3063.0, 3846.0, 200704,
37, 1.0, 1219.0, 200704, 1.0, 1279.0, 262144, 1083.0, 1533.0, 50688, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 1533.0, 1728.0, 50176,
38, 1.0, 2447.0, 331776, 1.0, 2559.0, 589824, 2415.0, 2813.0, 37376, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 2813.0, 2956.0, 36864,
39, 1.0, 2749.0, 200704, 1.0, 2809.0, 262144, 315.0, 3063.0, 202752, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 3063.0, 3846.0, 200704,
40, 1.0, 1219.0, 200704, 1.0, 1279.0, 262144, 1083.0, 1533.0, 50688, -20971.0, -1.0, 200704, -27263.0, -1.0, 262144, 1533.0, 1728.0, 50176,
41, 1.0, 2447.0, 331776, 1.0, 2559.0, 589824, 2415.0, 2813.0, 37376, -6292.0, -1.0, 50176, -60816.0, -1.0, 589824, 2813.0, 2956.0, 36864,
42, 1.0, 2749.0, 200704, 1.0, 2809.0, 262144, 315.0, 3063.0, 202752, -6292.0, -1.0, 50176, -27263.0, -1.0, 262144, 3063.0, 3846.0, 200704,
43, 1.0, 2612.0, 131072, 1.0, 2813.0, 524288, 1215.0, 3067.0, 33792, -6292.0, -1.0, 50176, -54525.0, -1.0, 524288, 3067.0, 3194.0, 32768,
44, 1.0, 9750.0, 230400, 1.0, 9981.0, 2359296, 4838.0, 10235.0, 13824, -4195.0, -1.0, 25088, -104855.0, 8830.0, 2359296, 10235.0, 10284.0, 12800,
45, 1.0, 7714.0, 200704, 1.0, 7921.0, 1048576, 718.0, 8175.0, 104448, -4195.0, -1.0, 25088, -104855.0, 7915.0, 1048576, 8175.0, 8566.0, 100352,
46, 1.0, 11816.0, 524288, 1.0, 12017.0, 2097152, 1215.0, 12271.0, 135168, -6292.0, -1.0, 50176, -104855.0, 12008.0, 2097152, 12271.0, 12782.0, 131072,
47, 1.0, 4654.0, 200704, 1.0, 4861.0, 1048576, 2254.0, 5115.0, 26112, -10486.0, -1.0, 100352, -104855.0, 4855.0, 1048576, 5115.0, 5212.0, 25088,
48, 1.0, 9750.0, 230400, 1.0, 9981.0, 2359296, 4838.0, 10235.0, 13824, -4195.0, -1.0, 25088, -104855.0, 8830.0, 2359296, 10235.0, 10284.0, 12800,
49, 1.0, 7714.0, 200704, 1.0, 7921.0, 1048576, 718.0, 8175.0, 104448, -4195.0, -1.0, 25088, -104855.0, 7915.0, 1048576, 8175.0, 8566.0, 100352,
50, 1.0, 4654.0, 200704, 1.0, 4861.0, 1048576, 2254.0, 5115.0, 26112, -10486.0, -1.0, 100352, -104855.0, 4855.0, 1048576, 5115.0, 5212.0, 25088,
51, 1.0, 9750.0, 230400, 1.0, 9981.0, 2359296, 4838.0, 10235.0, 13824, -4195.0, -1.0, 25088, -104855.0, 8830.0, 2359296, 10235.0, 10284.0, 12800,
52, 1.0, 7714.0, 200704, 1.0, 7921.0, 1048576, 718.0, 8175.0, 104448, -4195.0, -1.0, 25088, -104855.0, 7915.0, 1048576, 8175.0, 8566.0, 100352,
53, 1.0, 9722.0, 8192, 1.0, 9953.0, 2048000, 2302.0, 10207.0, 3048, -2098.0, -1.0, 2048, -104855.0, 4855.0, 2048000, 10231.0, 10234.0, 1000,
